seed,seed_set,mode,policy,completion_rule,shortfall_bps,completion_rate,terminal_penalty_bps,forced_terminal_cost_bps,fee_bps,gas_bps,slippage_ex_fee_bps,drift_bps,route_share_A,route_share_B,wait_share
40214,fresh,DynamicDuopoly,lookahead,forced_terminal,75.8255,1.000000,0.0000,0.8034,37.8500,10.0000,50.2977,-22.3222,0.3851,0.6149,0.5800
40215,fresh,DynamicDuopoly,twap,forced_terminal,98.4685,1.000000,0.0000,0.8106,44.8449,20.8000,55.2912,-22.4676,0.6112,0.3888,0.0000
40215,fresh,DynamicDuopoly,fee_aware_twap,forced_terminal,98.4685,1.000000,0.0000,0.8106,44.8449,20.8000,55.2912,-22.4676,0.6112,0.3888,0.0000
40215,fresh,DynamicDuopoly,lookahead,forced_terminal,40.3686,1.000000,0.0000,0.7981,38.6812,9.2000,56.4978,-64.0103,0.5343,0.4657,0.6200
40216,fresh,DynamicDuopoly,twap,forced_terminal,97.4596,1.000000,0.0000,0.8153,43.8388,20.8000,53.3061,-20.4853,0.5173,0.4827,0.0000
40216,fresh,DynamicDuopoly,fee_aware_twap,forced_terminal,97.4596,1.000000,0.0000,0.8153,43.8388,20.8000,53.3061,-20.4853,0.5173,0.4827,0.0000
40216,fresh,DynamicDuopoly,lookahead,forced_terminal,51.7993,1.000000,0.0000,0.8114,39.1157,9.6000,53.4184,-50.3348,0.5014,0.4986,0.5800
40217,fresh,DynamicDuopoly,twap,forced_terminal,120.9792,1.000000,0.0000,0.8089,40.2770,20.8000,46.1909,13.7113,0.5750,0.4250,0.0000
40217,fresh,DynamicDuopoly,fee_aware_twap,forced_terminal,120.9792,1.000000,0.0000,0.8089,40.2770,20.8000,46.1909,13.7113,0.5750,0.4250,0.0000
40217,fresh,DynamicDuopoly,lookahead,forced_terminal,108.8597,1.000000,0.0000,0.8029,34.7793,10.0000,43.6996,20.3807,0.4655,0.5345,0.5600
40218,fresh,DynamicDuopoly,twap,forced_terminal,113.8974,1.000000,0.0000,0.7809,41.5797,20.8000,48.8594,2.6583,0.4695,0.5305,0.0000
40218,fresh,DynamicDuopoly,fee_aware_twap,forced_terminal,113.8974,1.000000,0.0000,0.7809,41.5797,20.8000,48.8594,2.6583,0.4695,0.5305,0.0000
40218,fresh,DynamicDuopoly,lookahead,forced_terminal,66.0660,1.000000,0.0000,0.7892,40.8698,9.2000,60.8113,-44.8151,0.5493,0.4507,0.6200
40219,fresh,DynamicDuopoly,twap,forced_terminal,107.7201,1.000000,0.0000,0.8177,41.1636,20.8000,48.0670,-2.3106,0.5449,0.4551,0.0000
40219,fresh,DynamicDuopoly,fee_aware_twap,forced_terminal,107.7201,1.000000,0.0000,0.8177,41.1636,20.8000,48.0670,-2.3106,0.5449,0.4551,0.0000
40219,fresh,DynamicDuopoly,lookahead,forced_terminal,126.3341,1.000000,0.0000,0.8140,41.9258,8.8000,65.0352,10.5731,0.6733,0.3267,0.6200
40220,fresh,DynamicDuopoly,twap,forced_terminal,131.1698,1.000000,0.0000,0.8579,41.3734,20.8000,48.3824,20.6140,0.5722,0.4278,0.0000
40220,fresh,DynamicDuopoly,fee_aware_twap,forced_terminal,131.1698,1.000000,0.0000,0.8579,41.3734,20.8000,48.3824,20.6140,0.5722,0.4278,0.0000
40220,fresh,DynamicDuopoly,lookahead,forced_terminal,143.2523,1.000000,0.0000,0.8280,37.5487,10.0000,48.4444,47.2592,0.5345,0.4655,0.5600
40221,fresh,DynamicDuopoly,twap,forced_terminal,85.0648,1.000000,0.0000,0.7782,42.7683,20.8000,51.2594,-29.7628,0.5611,0.4389,0.0000
40221,fresh,DynamicDuopoly,fee_aware_twap,forced_terminal,85.0648,1.000000,0.0000,0.7782,42.7683,20.8000,51.2594,-29.7628,0.5611,0.4389,0.0000
40221,fresh,DynamicDuopoly,lookahead,forced_terminal,22.2696,1.000000,0.0000,0.7890,42.9008,9.2000,67.8712,-97.7025,0.6145,0.3855,0.6200
40222,fresh,DynamicDuopoly,twap,forced_terminal,88.1055,1.000000,0.0000,0.7811,40.9059,20.8000,47.5758,-21.1762,0.5177,0.4823,0.0000
40222,fresh,DynamicDuopoly,fee_aware_twap,forced_terminal,88.1055,1.000000,0.0000,0.7811,40.9059,20.8000,47.5758,-21.1762,0.5177,0.4823,0.0000
40222,fresh,DynamicDuopoly,lookahead,forced_terminal,70.4376,1.000000,0.0000,0.7869,39.3145,9.6000,54.5703,-33.0471,0.6062,0.3938,0.5800
40223,fresh,DynamicDuopoly,twap,forced_terminal,125.4151,1.000000,0.0000,0.8317,41.2671,20.8000,48.1477,15.2003,0.5642,0.4358,0.0000
40223,fresh,DynamicDuopoly,fee_aware_twap,forced_terminal,125.4151,1.000000,0.0000,0.8317,41.2671,20.8000,48.1477,15.2003,0.5642,0.4358,0.0000
40223,fresh,DynamicDuopoly,lookahead,forced_terminal,122.0115,1.000000,0.0000,0.8197,35.3064,9.6000,47.3162,29.7890,0.4615,0.5385,0.6000
40224,fresh,DynamicDuopoly,twap,forced_terminal,119.4868,1.000000,0.0000,0.8125,40.3811,20.8000,46.4267,11.8789,0.6205,0.3795,0.0000
40224,fresh,DynamicDuopoly,fee_aware_twap,forced_terminal,119.4868,1.000000,0.0000,0.8125,40.3811,20.8000,46.4267,11.8789,0.6205,0.3795,0.0000
40224,fresh,DynamicDuopoly,lookahead,forced_terminal,111.3867,1.000000,0.0000,0.8078,33.5151,9.2000,46.3489,22.3227,0.7298,0.2702,0.6200
40225,fresh,DynamicDuopoly,twap,forced_terminal,111.4279,1.000000,0.0000,0.8008,42.2692,20.8000,50.1239,-1.7652,0.4932,0.5068,0.0000
40225,fresh,DynamicDuopoly,fee_aware_twap,forced_terminal,111.4279,1.000000,0.0000,0.8008,42.2692,20.8000,50.1239,-1.7652,0.4932,0.5068,0.0000
40225,fresh,DynamicDuopoly,lookahead,forced_terminal,97.6812,1.000000,0.0000,0.8000,37.1899,8.4000,59.3455,-7.2543,0.6324,0.3676,0.6400
40226,fresh,DynamicDuopoly,twap,forced_terminal,105.1218,1.000000,0.0000,0.8177,45.1585,20.8000,55.8038,-16.6405,0.6604,0.3396,0.0000
40226,fresh,DynamicDuopoly,fee_aware_twap,forced_terminal,105.1218,1.000000,0.0000,0.8177,45.1585,20.8000,55.8038,-16.6405,0.6604,0.3396,0.0000
40226,fresh,DynamicDuopoly,lookahead,forced_terminal,132.8118,1.000000,0.0000,0.8081,39.3877,9.2000,61.0373,23.1868,0.5049,0.4951,0.6200
40227,fresh,DynamicDuopoly,twap,forced_terminal,131.9242,1.000000,0.0000,0.8112,39.7024,20.8000,45.1102,26.3116,0.5583,0.4417,0.0000
40227,fresh,DynamicDuopoly,fee_aware_twap,forced_terminal,131.9242,1.000000,0.0000,0.8112,39.7024,20.8000,45.1102,26.3116,0.5583,0.4417,0.0000
40227,fresh,DynamicDuopoly,lookahead,forced_terminal,124.8213,1.000000,0.0000,0.8115,35.5660,9.6000,46.5192,33.1361,0.6108,0.3892,0.5600
40228,fresh,DynamicDuopoly,twap,forced_terminal,113.4465,1.000000,0.0000,0.8248,40.3540,20.8000,46.4719,5.8206,0.5199,0.4801,0.0000
40228,fresh,DynamicDuopoly,fee_aware_twap,forced_terminal,113.4465,1.000000,0.0000,0.8248,40.3540,20.8000,46.4719,5.8206,0.5199,0.4801,0.0000
40228,fresh,DynamicDuopoly,lookahead,forced_terminal,106.9050,1.000000,0.0000,0.8042,38.2736,9.2000,54.0715,5.3599,0.5763,0.4237,0.5800
40229,fresh,DynamicDuopoly,twap,forced_terminal,110.4626,1.000000,0.0000,0.8133,42.8099,20.8000,51.2728,-4.4201,0.4721,0.5279,0.0000
40229,fresh,DynamicDuopoly,fee_aware_twap,forced_terminal,110.4626,1.000000,0.0000,0.8133,42.8099,20.8000,51.2728,-4.4201,0.5988,0.4012,0.0000
40229,fresh,DynamicDuopoly,lookahead,forced_terminal,93.5162,1.000000,0.0000,0.8075,41.4845,9.2000,61.1930,-18.3613,0.6050,0.3950,0.6000
40230,fresh,DynamicDuopoly,twap,forced_terminal,111.1775,1.000000,0.0000,0.8210,42.1867,20.8000,50.0199,-1.8291,0.5122,0.4878,0.0000
40230,fresh,DynamicDuopoly,fee_aware_twap,forced_terminal,111.1775,1.000000,0.0000,0.8210,42.1867,20.8000,50.0199,-1.8291,0.5122,0.4878,0.0000
40230,fresh,DynamicDuopoly,lookahead,forced_terminal,119.6668,1.000000,0.0000,0.8165,39.2647,9.2000,55.8129,15.3892,0.5406,0.4594,0.6000
40231,fresh,DynamicDuopoly,twap,forced_terminal,123.0690,1.000000,0.0000,0.8065,41.5433,20.8000,48.7195,12.0062,0.6827,0.3173,0.0000
40231,fresh,DynamicDuopoly,fee_aware_twap,forced_terminal,123.0690,1.000000,0.0000,0.8065,41.5433,20.8000,48.7195,12.0062,0.6827,0.3173,0.0000
40231,fresh,DynamicDuopoly,lookahead,forced_terminal,113.0857,1.000000,0.0000,0.8094,35.8134,10.0000,46.2546,21.0178,0.6005,0.3995,0.5800
40232,fresh,DynamicDuopoly,twap,forced_terminal,120.2241,1.000000,0.0000,0.8064,40.3870,20.8000,46.5190,12.5181,0.4740,0.5260,0.0000
40232,fresh,DynamicDuopoly,fee_aware_twap,forced_terminal,120.2241,1.000000,0.0000,0.8064,40.3870,20.8000,46.5190,12.5181,0.4740,0.5260,0.0000
40232,fresh,DynamicDuopoly,lookahead,forced_terminal,108.8413,1.000000,0.0000,0.8056,36.1533,10.0000,47.1206,15.5675,0.6191,0.3809,0.5600
40233,fresh,DynamicDuopoly,twap,forced_terminal,119.3299,1.000000,0.0000,0.8156,41.7973,20.8000,49.1989,7.5337,0.5853,0.4147,0.0000
40233,fresh,DynamicDuopoly,fee_aware_twap,forced_terminal,119.3299,1.000000,0.0000,0.8156,41.7973,20.8000,49.1989,7.5337,0.5853,0.4147,0.0000
40233,fresh,DynamicDuopoly,lookahead,forced_terminal,115.9644,1.000000,0.0000,0.8143,35.2148,9.6000,47.1560,23.9936,0.5507,0.4493,0.6000
40234,fresh,DynamicDuopoly,twap,forced_terminal,107.5797,1.000000,0.0000,0.8422,39.1311,20.8000,44.0525,3.5961,0.6398,0.3602,0.0000
40234,fresh,DynamicDuopoly,fee_aware_twap,forced_terminal,107.5797,1.000000,0.0000,0.8422,39.1311,20.8000,44.0525,3.5961,0.6398,0.3602,0.0000
40234,fresh,DynamicDuopoly,lookahead,forced_terminal,118.2553,1.000000,0.0000,0.8265,35.7121,10.0000,46.0649,26.4782,0.6263,0.3737,0.5800
40235,fresh,DynamicDuopoly,twap,forced_terminal,119.0389,1.000000,0.0000,0.8180,42.1145,20.8000,49.8161,6.3084,0.5891,0.4109,0.0000
40235,fresh,DynamicDuopoly,fee_aware_twap,forced_terminal,119.0389,1.000000,0.0000,0.8180,42.1145,20.8000,49.8161,6.3084,0.5891,0.4109,0.0000
40235,fresh,DynamicDuopoly,lookahead,forced_terminal,110.5959,1.000000,0.0000,0.8211,36.8461,8.8000,55.0353,9.9145,0.6702,0.3298,0.6200
40236,fresh,DynamicDuopoly,twap,forced_terminal,98.1219,1.000000,0.0000,0.7957,41.5602,20.8000,48.8530,-13.0913,0.5181,0.4819,0.0000
40236,fresh,DynamicDuopoly,fee_aware_twap,forced_terminal,98.1219,1.000000,0.0000,0.7957,41.5602,20.8000,48.8530,-13.0913,0.5181,0.4819,0.0000
40236,fresh,DynamicDuopoly,lookahead,forced_terminal,101.6253,1.000000,0.0000,0.7954,40.8521,8.8000,67.7583,-15.7851,0.5444,0.4556,0.6400
40237,fresh,DynamicDuopoly,twap,forced_terminal,132.9643,1.000000,0.0000,0.8359,38.1269,20.8000,41.9465,32.0910,0.5503,0.4497,0.0000
40237,fresh,DynamicDuopoly,fee_aware_twap,forced_terminal,132.9643,1.000000,0.0000,0.8359,38.1269,20.8000,41.9465,32.0910,0.5503,0.4497,0.0000
40237,fresh,DynamicDuopoly,lookahead,forced_terminal,177.8140,1.000000,0.0000,0.8272,36.3980,9.2000,51.2043,81.0117,0.5605,0.4395,0.6000
40238,fresh,DynamicDuopoly,twap,forced_terminal,119.1693,1.000000,0.0000,0.8180,40.7714,20.8000,47.2425,10.3554,0.4656,0.5344,0.0000
40238,fresh,DynamicDuopoly,fee_aware_twap,forced_terminal,119.1693,1.000000,0.0000,0.8180,40.7714,20.8000,47.2425,10.3554,0.4656,0.5344,0.0000
40238,fresh,DynamicDuopoly,lookahead,forced_terminal,92.2473,1.000000,0.0000,0.8111,36.5358,10.0000,47.7211,-2.0097,0.6374,0.3626,0.5800
40239,fresh,DynamicDuopoly,twap,forced_terminal,82.6685,1.000000,0.0000,0.7989,42.1972,20.8000,50.1723,-30.5010,0.5397,0.4603,0.0000
40239,fresh,DynamicDuopoly,fee_aware_twap,forced_terminal,82.6685,1.000000,0.0000,0.7989,42.1972,20.8000,50.1723,-30.5010,0.5397,0.4603,0.0000
40239,fresh,DynamicDuopoly,lookahead,forced_terminal,59.1101,1.000000,0.0000,0.7987,41.2454,8.4000,78.5766,-69.1119,0.5690,0.4310,0.6800
40240,fresh,DynamicDuopoly,twap,forced_terminal,137.7066,1.000000,0.0000,0.8245,40.5575,20.8000,46.6838,29.6653,0.5460,0.4540,0.0000
40240,fresh,DynamicDuopoly,fee_aware_twap,forced_terminal,137.7066,1.000000,0.0000,0.8245,40.5575,20.8000,46.6838,29.6653,0.5460,0.4540,0.0000
40240,fresh,DynamicDuopoly,lookahead,forced_terminal,153.9793,1.000000,0.0000,0.8130,35.9892,10.0000,46.5531,61.4370,0.6201,0.3799,0.5800
40241,fresh,DynamicDuopoly,twap,forced_terminal,110.4660,1.000000,0.0000,0.8098,41.3473,20.8000,48.3786,-0.0600,0.5247,0.4753,0.0000
40241,fresh,DynamicDuopoly,fee_aware_twap,forced_terminal,110.4660,1.000000,0.0000,0.8098,41.3473,20.8000,48.3786,-0.0600,0.5247,0.4753,0.0000
40241,fresh,DynamicDuopoly,lookahead,forced_terminal,97.1484,1.000000,0.0000,0.8082,37.9938,9.2000,54.3539,-4.3993,0.6042,0.3958,0.6000
40242,fresh,DynamicDuopoly,twap,forced_terminal,99.3916,1.000000,0.0000,0.7927,42.3241,20.8000,50.3496,-14.0820,0.5774,0.4226,0.0000
40242,fresh,DynamicDuopoly,fee_aware_twap,forced_terminal,99.3916,1.000000,0.0000,0.7927,42.3241,20.8000,50.3496,-14.0820,0.5774,0.4226,0.0000
40242,fresh,DynamicDuopoly,lookahead,forced_terminal,80.0060,1.000000,0.0000,0.7961,36.0089,9.2000,54.3973,-19.6002,0.4836,0.5164,0.6200
40243,fresh,DynamicDuopoly,twap,forced_terminal,115.6256,1.000000,0.0000,0.7964,43.0900,20.8000,51.7606,-0.0250,0.4946,0.5054,0.0000
40243,fresh,DynamicDuopoly,fee_aware_twap,forced_terminal,115.6256,1.000000,0.0000,0.7964,43.0900,20.8000,51.7606,-0.0250,0.4946,0.5054,0.0000
40243,fresh,DynamicDuopoly,lookahead,forced_terminal,97.9207,1.000000,0.0000,0.7988,37.5024,9.2000,53.3824,-2.1642,0.6601,0.3399,0.6000
40244,fresh,DynamicDuopoly,twap,forced_terminal,108.6447,1.000000,0.0000,0.8265,39.7111,20.8000,45.2237,2.9098,0.5936,0.4064,0.0000
40244,fresh,DynamicDuopoly,fee_aware_twap,forced_terminal,108.6447,1.000000,0.0000,0.8265,39.7111,20.8000,45.2237,2.9098,0.5936,0.4064,0.0000
40244,fresh,DynamicDuopoly,lookahead,forced_terminal,139.4003,1.000000,0.0000,0.8165,40.9171,8.8000,67.9086,21.7746,0.6390,0.3610,0.6400
40245,fresh,DynamicDuopoly,twap,forced_terminal,96.6086,1.000000,0.0000,0.7913,43.0470,20.8000,51.7543,-18.9927,0.5680,0.4320,0.0000
40245,fresh,DynamicDuopoly,fee_aware_twap,forced_terminal,96.6086,1.000000,0.0000,0.7913,43.0470,20.8000,51.7543,-18.9927,0.5680,0.4320,0.0000
40245,fresh,DynamicDuopoly,lookahead,forced_terminal,69.1309,1.000000,0.0000,0.7923,42.0003,8.8000,66.1439,-47.8132,0.6227,0.3773,0.6400
40246,fresh,DynamicDuopoly,twap,forced_terminal,106.7789,1.000000,0.0000,0.7991,43.1677,20.8000,51.9886,-9.1774,0.5184,0.4816,0.0000
40246,fresh,DynamicDuopoly,fee_aware_twap,forced_terminal,106.7789,1.000000,0.0000,0.7991,43.1677,20.8000,51.9886,-9.1774,0.5184,0.4816,0.0000
40246,fresh,DynamicDuopoly,lookahead,forced_terminal,73.7130,1.000000,0.0000,0.7986,38.9210,9.2000,60.0814,-34.4895,0.5878,0.4122,0.6200
40247,fresh,DynamicDuopoly,twap,forced_terminal,94.7284,1.000000,0.0000,0.7952,40.9139,20.8000,47.5638,-14.5493,0.6053,0.3947,0.0000
40247,fresh,DynamicDuopoly,fee_aware_twap,forced_terminal,94.7284,1.000000,0.0000,0.7952,40.9139,20.8000,47.5638,-14.5493,0.6053,0.3947,0.0000
40247,fresh,DynamicDuopoly,lookahead,forced_terminal,65.9668,1.000000,0.0000,0.7989,36.8078,10.0000,47.1043,-27.9452,0.4676,0.5324,0.5600
40248,fresh,DynamicDuopoly,twap,forced_terminal,123.5793,1.000000,0.0000,0.8248,40.3502,20.8000,46.3637,16.0654,0.5202,0.4798,0.0000
40248,fresh,DynamicDuopoly,fee_aware_twap,forced_terminal,123.5793,1.000000,0.0000,0.8248,40.3502,20.8000,46.3637,16.0654,0.5202,0.4798,0.0000
40248,fresh,DynamicDuopoly,lookahead,forced_terminal,127.9941,1.000000,0.0000,0.8260,36.9614,9.2000,53.1140,28.7186,0.6369,0.3631,0.6200
40249,fresh,DynamicDuopoly,twap,forced_terminal,116.8098,1.000000,0.0000,0.8218,42.9996,20.8000,51.5959,1.4144,0.4944,0.5056,0.0000
40249,fresh,DynamicDuopoly,fee_aware_twap,forced_terminal,116.8098,1.000000,0.0000,0.8218,42.9996,20.8000,51.5959,1.4144,0.4944,0.5056,0.0000
40249,fresh,DynamicDuopoly,lookahead,forced_terminal,98.5923,1.000000,0.0000,0.8135,39.6269,9.6000,54.4131,-5.0477,0.5823,0.4177,0.5800
40250,fresh,DynamicDuopoly,twap,forced_terminal,89.1717,1.000000,0.0000,0.7932,43.0415,20.8000,51.7606,-26.4303,0.6819,0.3181,0.0000
40250,fresh,DynamicDuopoly,fee_aware_twap,forced_terminal,89.1717,1.000000,0.0000,0.7932,43.0415,20.8000,51.7606,-26.4303,0.6819,0.3181,0.0000
40250,fresh,DynamicDuopoly,lookahead,forced_terminal,42.2338,1.000000,0.0000,0.7928,38.9091,9.2000,58.4672,-64.3424,0.6829,0.3171,0.6200
40251,fresh,DynamicDuopoly,twap,forced_terminal,129.2532,1.000000,0.0000,0.8025,40.0416,20.8000,45.7392,22.6724,0.4601,0.5399,0.0000
40251,fresh,DynamicDuopoly,fee_aware_twap,forced_terminal,129.2532,1.000000,0.0000,0.8025,40.0416,20.8000,45.7392,22.6724,0.4601,0.5399,0.0000
40251,fresh,DynamicDuopoly,lookahead,forced_terminal,118.2876,1.000000,0.0000,0.8034,35.5429,10.0000,45.1978,27.5469,0.4830,0.5170,0.5600
40252,fresh,DynamicDuopoly,twap,forced_terminal,102.1349,1.000000,0.0000,0.7927,43.2135,20.8000,52.0671,-13.9457,0.4371,0.5629,0.0000
40252,fresh,DynamicDuopoly,fee_aware_twap,forced_terminal,102.1349,1.000000,0.0000,0.7927,43.2135,20.8000,52.0671,-13.9457,0.4371,0.5629,0.0000
40252,fresh,DynamicDuopoly,lookahead,forced_terminal,73.8093,1.000000,0.0000,0.7882,38.2849,9.2000,55.7594,-29.4350,0.4670,0.5330,0.6200
40253,fresh,DynamicDuopoly,twap,forced_terminal,102.2058,1.000000,0.0000,0.8116,41.2315,20.8000,48.1412,-7.9669,0.4740,0.5260,0.0000
40253,fresh,DynamicDuopoly,fee_aware_twap,forced_terminal,102.2058,1.000000,0.0000,0.8116,41.2315,20.8000,48.1412,-7.9669,0.4740,0.5260,0.0000
40253,fresh,DynamicDuopoly,lookahead,forced_terminal,136.7182,1.000000,0.0000,0.8136,37.7459,8.8000,56.8381,33.3342,0.5886,0.4114,0.6200
40254,fresh,DynamicDuopoly,twap,forced_terminal,108.4839,1.000000,0.0000,0.8275,41.4059,20.8000,48.4563,-2.1783,0.5309,0.4691,0.0000
40254,fresh,DynamicDuopoly,fee_aware_twap,forced_terminal,108.4839,1.000000,0.0000,0.8275,41.4059,20.8000,48.4563,-2.1783,0.5309,0.4691,0.0000
40254,fresh,DynamicDuopoly,lookahead,forced_terminal,102.2571,1.000000,0.0000,0.8143,34.6913,10.0000,44.0225,13.5432,0.6292,0.3708,0.5800
40255,fresh,DynamicDuopoly,twap,forced_terminal,87.2811,1.000000,0.0000,0.7741,40.2513,20.8000,46.3699,-20.1401,0.5820,0.4180,0.0000
40255,fresh,DynamicDuopoly,fee_aware_twap,forced_terminal,87.2811,1.000000,0.0000,0.7741,40.2513,20.8000,46.3699,-20.1401,0.5820,0.4180,0.0000
40255,fresh,DynamicDuopoly,lookahead,forced_terminal,57.1527,1.000000,0.0000,0.7817,37.4045,9.2000,52.1998,-41.6515,0.4414,0.5586,0.6000
40256,fresh,DynamicDuopoly,twap,forced_terminal,112.8814,1.000000,0.0000,0.8451,39.6765,20.8000,45.0785,7.3264,0.5345,0.4655,0.0000
40256,fresh,DynamicDuopoly,fee_aware_twap,forced_terminal,112.8814,1.000000,0.0000,0.8451,39.6765,20.8000,45.0785,7.3264,0.5345,0.4655,0.0000
40256,fresh,DynamicDuopoly,lookahead,forced_terminal,124.3904,1.000000,0.0000,0.8267,36.3457,10.0000,47.3006,30.7441,0.5838,0.4162,0.5800
40257,fresh,DynamicDuopoly,twap,forced_terminal,108.4407,1.000000,0.0000,0.8456,40.3603,20.8000,46.3916,0.8887,0.5532,0.4468,0.0000
40257,fresh,DynamicDuopoly,fee_aware_twap,forced_terminal,108.4407,1.000000,0.0000,0.8456,40.3603,20.8000,46.3916,0.8887,0.5532,0.4468,0.0000
40257,fresh,DynamicDuopoly,lookahead,forced_terminal,106.6803,1.000000,0.0000,0.8160,33.4114,8.8000,53.2022,11.2667,0.6118,0.3882,0.6400
40258,fresh,DynamicDuopoly,twap,forced_terminal,132.9918,1.000000,0.0000,0.8490,38.3383,20.8000,42.4349,31.4186,0.5377,0.4623,0.0000
40258,fresh,DynamicDuopoly,fee_aware_twap,forced_terminal,132.9918,1.000000,0.0000,0.8490,38.3383,20.8000,42.4349,31.4186,0.5377,0.4623,0.0000
40258,fresh,DynamicDuopoly,lookahead,forced_terminal,144.4642,1.000000,0.0000,0.8295,34.1604,9.2000,45.8290,55.2748,0.6096,0.3904,0.5600
40259,fresh,DynamicDuopoly,twap,forced_terminal,108.8299,1.000000,0.0000,0.8209,40.9597,20.8000,47.6461,-0.5759,0.5572,0.4428,0.0000
40259,fresh,DynamicDuopoly,fee_aware_twap,forced_terminal,108.8299,1.000000,0.0000,0.8209,40.9597,20.8000,47.6461,-0.5759,0.5572,0.4428,0.0000
40259,fresh,DynamicDuopoly,lookahead,forced_terminal,91.3533,1.000000,0.0000,0.8108,37.4206,9.6000,51.4948,-7.1621,0.5107,0.4893,0.6000
40260,fresh,DynamicDuopoly,twap,forced_terminal,88.8051,1.000000,0.0000,0.7934,41.9876,20.8000,49.7270,-23.7095,0.4836,0.5164,0.0000
40260,fresh,DynamicDuopoly,fee_aware_twap,forced_terminal,88.8051,1.000000,0.0000,0.7934,41.9876,20.8000,49.7270,-23.7095,0.4836,0.5164,0.0000
40260,fresh,DynamicDuopoly,lookahead,forced_terminal,55.0470,1.000000,0.0000,0.7879,37.7346,9.6000,52.1471,-44.4346,0.5067,0.4933,0.6000
40261,fresh,DynamicDuopoly,twap,forced_terminal,125.6630,1.000000,0.0000,0.8410,40.4879,20.8000,46.6506,17.7245,0.5001,0.4999,0.0000
40261,fresh,DynamicDuopoly,fee_aware_twap,forced_terminal,125.6630,1.000000,0.0000,0.8410,40.4879,20.8000,46.6506,17.7245,0.5001,0.4999,0.0000
40261,fresh,DynamicDuopoly,lookahead,forced_terminal,124.6185,1.000000,0.0000,0.8323,33.8587,10.0000,41.5785,39.1813,0.5079,0.4921,0.5600
40262,fresh,DynamicDuopoly,twap,forced_terminal,107.3391,1.000000,0.0000,0.8274,39.8698,20.8000,45.5102,1.1591,0.6047,0.3953,0.0000
40262,fresh,DynamicDuopoly,fee_aware_twap,forced_terminal,107.3391,1.000000,0.0000,0.8274,39.8698,20.8000,45.5102,1.1591,0.6047,0.3953,0.0000
40262,fresh,DynamicDuopoly,lookahead,forced_terminal,113.3261,1.000000,0.0000,0.8163,38.2272,9.6000,51.5472,13.9517,0.6687,0.3313,0.5800
40263,fresh,DynamicDuopoly,twap,forced_terminal,102.9218,1.000000,0.0000,0.8044,41.0372,20.8000,47.7919,-6.7072,0.6153,0.3847,0.0000
40263,fresh,DynamicDuopoly,fee_aware_twap,forced_terminal,102.9218,1.000000,0.0000,0.8044,41.0372,20.8000,47.7919,-6.7072,0.6153,0.3847,0.0000
40263,fresh,DynamicDuopoly,lookahead,forced_terminal,91.0209,1.000000,0.0000,0.8035,37.5353,8.8000,61.2781,-16.5925,0.4557,0.5443,0.6400
40264,fresh,DynamicDuopoly,twap,forced_terminal,98.8403,1.000000,0.0000,0.8016,43.8716,20.8000,53.3726,-19.2038,0.5151,0.4849,0.0000
40264,fresh,DynamicDuopoly,fee_aware_twap,forced_terminal,98.8403,1.000000,0.0000,0.8016,43.8716,20.8000,53.3726,-19.2038,0.5151,0.4849,0.0000
40264,fresh,DynamicDuopoly,lookahead,forced_terminal,44.3249,1.000000,0.0000,0.8055,38.4277,8.8000,58.1010,-61.0038,0.4910,0.5090,0.6200
40265,fresh,DynamicDuopoly,twap,forced_terminal,130.0484,1.000000,0.0000,0.8028,40.8098,20.8000,47.2424,21.1962,0.4925,0.5075,0.0000
40265,fresh,DynamicDuopoly,fee_aware_twap,forced_terminal,130.0484,1.000000,0.0000,0.8028,40.8098,20.8000,47.2424,21.1962,0.4925,0.5075,0.0000
40265,fresh,DynamicDuopoly,lookahead,forced_terminal,124.0507,1.000000,0.0000,0.8002,35.6274,9.2000,53.6619,25.5614,0.6972,0.3028,0.6200
40266,fresh,DynamicDuopoly,twap,forced_terminal,116.8982,1.000000,0.0000,0.8144,40.6651,20.8000,47.0237,8.4094,0.6055,0.3945,0.0000
40266,fresh,DynamicDuopoly,fee_aware_twap,forced_terminal,116.8982,1.000000,0.0000,0.8144,40.6651,20.8000,47.0237,8.4094,0.6055,0.3945,0.0000
40266,fresh,DynamicDuopoly,lookahead,forced_terminal,101.0107,1.000000,0.0000,0.8070,36.7930,9.6000,49.5790,5.0387,0.6278,0.3722,0.5800
40267,fresh,DynamicDuopoly,twap,forced_terminal,110.3720,1.000000,0.0000,0.7933,42.6546,20.8000,50.9655,-4.0481,0.5727,0.4273,0.0000
40267,fresh,DynamicDuopoly,fee_aware_twap,forced_terminal,110.3720,1.000000,0.0000,0.7933,42.6546,20.8000,50.9655,-4.0481,0.5727,0.4273,0.0000
40267,fresh,DynamicDuopoly,lookahead,forced_terminal,67.3365,1.000000,0.0000,0.8021,35.6628,9.6000,48.0514,-25.9777,0.5747,0.4253,0.6000
40268,fresh,DynamicDuopoly,twap,forced_terminal,106.8784,1.000000,0.0000,0.8022,42.3669,20.8000,50.3994,-6.6879,0.5401,0.4599,0.0000
40268,fresh,DynamicDuopoly,fee_aware_twap,forced_terminal,106.8784,1.000000,0.0000,0.8022,42.3669,20.8000,50.3994,-6.6879,0.5401,0.4599,0.0000
40268,fresh,DynamicDuopoly,lookahead,forced_terminal,69.1522,1.000000,0.0000,0.8001,37.0267,8.8000,54.1565,-30.8310,0.4059,0.5941,0.6200
